1;https://productcenter.ru/producers/22334/ooo-palanzh;Российский завод полимерных труб Паланж;Пресс-фитинг угольник Palanzh (Паланж);Пресс-фитинг тройник Palanzh (Паланж);Пресс-фитинг прямой Palanzh (Паланж);Труба из термостойкого полиэтилена Pert;Металлопластиковая труба Pex-al-Pex Palanzh;Труба из сшитого полиэтилена Pex Palanzh;Металлопластиковая труба Pert-al-Pert Palanzh;0;0;0
353;https://productcenter.ru/producers/7832/fabrika-morozhienogo-fabrika-frost;Фабрика мороженого «Фабрика Фрост»;Торты мороженое ТМ «Росфрост»;Мороженое «Советский Стандарт»;Мороженое «Настоящий пломбир»;0;0;0;0;0;0;0
354;https://productcenter.ru/producers/7418/piervyi-khliebokombinat;«Первый хлебокомбинат»;Сдобные рулеты с начинками;Слоеные изделия с начинками;Хлеба для здорового питания;0;0;0;0;0;0;0
355;https://productcenter.ru/producers/7187/chieliabinskii-zavod-eliektromontazhnykh-izdielii;Челябинский завод электромонтажных изделий;Короба кабельные металлические;Профили монтажные перфорированные;Кабельные лотки металлические;0;0;0;0;0;0;0
356;https://productcenter.ru/producers/7097/ooo-chieliabinskii-kompriessornyi-zavod;ООО «Челябинский компрессорный завод», г.Челябинск;Поршневые компрессоры и установки;Безмасляные компрессорные установки КС;Винтовые компрессоры и установки;0;0;0;0;0;0;0
357;https://productcenter.ru/producers/6137/rus;Деревообрабатывающая компания «Русь»;Плинтус деревянный в ассортименте;Евровагонка для отделки дома;Доска обрезная в ассортименте;0;0;0;0;0;0;0
358;https://productcenter.ru/producers/5075/zavod-sukhikh-stroitielnyi-smiesiei-supiermiks;Завод сухих строительный смесей «СуперМикс»;Шпатлёвка мраморная финишная;Штукатурка цементная серо-белая;Сухой строительный клей «СуперMIX»;0;0;0;0;0;0;0
359;https://productcenter.ru/producers/4846/kompaniia-liedi-prima;Компания «Леди-прима»;Легкие пледы из микрофибры;Легкое одеяло «Лебяжий пух»;Подушки для сна из микрофибры;0;0;0;0;0;0;0
360;https://productcenter.ru/producers/4274/ooo-troitskii-konsiervnyi-kombinat;ООО «Троицкий консервный комбинат»;Гречневая каша с говядиной;Свинина тушеная;Говядина тушеная высшего сорта;0;0;0;0;0;0;0
361;https://productcenter.ru/producers/553/biltiekh-ooo;Производственная компания «БИЛТЕХ»;Информационные сенсорные киоски (терминалы);Интерактивные LED-видеостены;Встраиваемый сенсорный монитор;0;0;0;0;0;0;0
362;https://productcenter.ru/producers/26263/bolshoi-fiermier;Большой Фермер;Перепелиная клетка деревянная «Профи»;Брудер для цыплят оцинкованный «Премиум»;Брудер для цыплят оцинкованный из проф. трубы;Брудер для цыплят оцинкованный «Стандарт»;0;0;0;0;0;0
363;https://productcenter.ru/producers/932/ooo-iuzhuralspietsmash;ООО "Южуралспецмаш";Оборудование для производства пеноблока;Линия для производства рубероида;0;0;0;0;0;0;0;0
364;https://productcenter.ru/producers/23889/rietek;РЕТЭК;Гидравлические ножницы для резки шин УРШ;Пиролизная установка для переработки шин УТР-1;0;0;0;0;0;0;0;0
365;https://productcenter.ru/producers/23760/syrovarnia-sultanovo;Султановская сыроварня;Качотта Арома с пажитником;Качотта с пажитником;Качотта с грецким орехом;Качотта классическая;Сыр Султановский;0;0;0;0;0
366;https://productcenter.ru/producers/14544/kompaniia-khoroshaia-kukhnia;Компания «Хорошая кухня»;Блины с начинкой ТМ «Хорошая кухня»;Котлеты ТМ «Хорошая кухня»;Пельмени ТМ «Хорошая кухня»;0;0;0;0;0;0;0
367;https://productcenter.ru/producers/10598/kompaniia-asbiestotsiemient;Компания «Асбестоцемент»;Шифер волновой хризотилцементный 40/150 в листах;Камень бордюрный вибропрессованный;Шифер плоский хризотилцементный листовой;0;0;0;0;0;0;0
368;https://productcenter.ru/producers/10198/troitskii-kombinat-khlieboproduktov;«Троицкий комбинат хлебопродуктов»;Фигурная выпечка свежая;Свежие булочки с добавками;Хлеб свежий формовой;0;0;0;0;0;0;0
369;https://productcenter.ru/producers/2718/stoliarnoia-kompaniia-kl-n;«Троицкий комбинат хлебопродуктов»;0;0;0;0;0;0;0;0;0;0
370;https://productcenter.ru/producers/2460/evrika-fabrika-dietskoi-odiezhdy;Фабрика детской одежды «Эврика»;Костюм свитшот с шортами;Рубашка-поло с коротким рукавом;Комплекты для мальчиков и девочек;Домашний комплект для мальчика(3 предмета);Платье для девочки «Морячка« ,хлопок 100%;Комплект для девочки;Комплект детский;Платье для девочек;Рубашка детская;Платье
371;https://productcenter.ru/producers/2343/ooo-miasskoie-proizvodstviennoie-priedpriiatiie-avtoplius;ООО «Миасское производственное предприятие АвтоПлюс»;Пятислойный гофрированный картон;Обивка салона автомобилей, утеплители радиаторов;Автомобильные коврики;Многослойные бумажные мешки;Метла полипропиленовая синтетическая (пластиковая), круглая;0;0;0;0;0
372;https://productcenter.ru/producers/2031/ooo-pribor;ООО «Прибор», г.Челябинск;Однофазный стабилизатор переменного напряжения Селен-1МТП;Устройство защиты от индустриальных помех и импульсных перенапряжений «РМН-ИП»;Устройства электро и противопожарной защиты Селен «РМН-1» и «РМН-3»;Устройство плавного включения ламп накаливания «Селен СТЛ-3М»;Вводные электрощиты для квартир и коттеджей;0;0;0;0;0
373;https://productcenter.ru/producers/1263/kompaniia-iuna;Компания "ЮНА";Набор обложек «ЮНА» для учебников формата А-5 (упаковка со штрих-кодом);Набор обложек «ЮНА» для тетрадей (упаковка со штрих-кодом);Обложка «ЮНА» для общих тетрадей и дневников;Обложка «ЮНА» для рабочих тетрадей;Обложка «ЮНА» для учебников формата А-5;0;0;0;0;0
374;https://productcenter.ru/producers/1261/ooo-tiekhnogranit;ООО «ТехноГранит»;Песок гранитный строительный;Щебень гранитный (фракция 40-70);Плита облицовочная;Бордюрный камень;Брусчатка гранитная;0;0;0;0;0
375;https://productcenter.ru/producers/1260/kompaniia-ielki-palki;Компания "Елки-Палки";Балка декоративная потолочная;Брус сосновый;Деревянные туалеты для дачи и сада;Скамья «Норманн» со старением древесины;Террасная доска;0;0;0;0;0
376;https://productcenter.ru/producers/29363/ooo-tiekhpro;ООО «ТЕХПРО»;Патологоанатомические мешки;0;0;0;0;0;0;0;0;0
377;https://productcenter.ru/producers/25407/rosplita;Производитель фасадных панелей «РосПлита»;Фасадные панели под камень;Фасадные панели под брус;Фиброцементные панели «РосПлита»;0;0;0;0;0;0;0
378;https://productcenter.ru/producers/23068/pk-tsientr-tochnogo-mashinostroieniia;ПК «Центр Точного Машиностроения»., г.Челябинск;Дровокол.;Замок буровой трубы.;Крановые колеса.;0;0;0;0;0;0;0
379;https://productcenter.ru/producers/19787/ledall;ООО «Энергокачество»;Промышленный светодиодный светильник LEDALL-RS-SL-MICRO-80W;0;0;0;0;0;0;0;0;0
380;https://productcenter.ru/producers/18214/ooo-chulochno-nosochnaia-fabrika-etalon;Носочная фабрика «Эталон»;Носки женские;Носки мужские;Носки трикотажные подростковые;Мужские трикотажные носки;Носки женские трикотажные;0;0;0;0;0
381;https://productcenter.ru/producers/17923/khaip-paip-khiemikl-hipe-pipe-chemical;Завод полиэтиленовых труб «Hipe Pipe Chemical»;Трубы пнд из полиэтилена;0;0;0;0;0;0;0;0;0
382;https://productcenter.ru/producers/9438/zao-npk-tieko;АО НПК «ТЕКО», г.Челябинск;Ёмкостный датчик уровня ВТИЮ.3215;Датчик влажности и температуры SHT iT7P5-56P-140A-;Индуктивный датчик ISB B2B-31N-3-LZ-C;0;0;0;0;0;0;0
383;https://productcenter.ru/producers/7340/kopieiskii-zavod-stroitielnykh-matierialov;«Копейский завод строительных материалов»;Скользящие и неподвижные опоры трубопроводов;Металлические конструкции строительного назначения;Строительные пенобетонные блоки пеноблоки;0;0;0;0;0;0;0
384;https://productcenter.ru/producers/1098/ooo-zavod-tieploizoliatsionnykh-matierialov;ООО "Завод Теплоизоляционных Материалов";Насыпная минеральная вата;лента полипропиленовая;0;0;0;0;0;0;0;0
385;https://productcenter.ru/producers/30907/ardmiks;АРДмикс;Ремонтная смесь наливного типа RSB R4 Л-100-2,5 Б;SM-5 Эфир крахмала (модифицированный);НЦ 230 низковязкий эфир целлюлозы;0;0;0;0;0;0;0
386;https://productcenter.ru/producers/30433/tieatr-sovriemiennogo-trikotazha;ТМ «Театр современного трикотажа»;Блузка  женская ТП 312-4;Кардиган для женщин ЖКВ 745С-5;Боксеры мужские;0;0;0;0;0;0;0
387;https://productcenter.ru/producers/30316/origami-professional-bumazhnaia-produktsiia;ORIGAMI PROFESSIONAL - БУМАЖНАЯ ПРОДУКЦИЯ;Салфетки бумажные «Оригами»;Туалетная бумага «Оригами»;ОРИГАМИ Полотенца V-сложения  200л 27гр белые;0;0;0;0;0;0;0
388;https://productcenter.ru/producers/29965/ooo-alfagrupp;«STARDOG», г.Челябинск;Корм для собак SТARDОG ПРЕМИУМ;Полнорационный сухой корм для собак StarDog;0;0;0;0;0;0;0;0
389;https://productcenter.ru/producers/28871/k_lova;K_Lova (ИП КУЧУГУЛОВА АЙГУЛЬ ИРЕКОВНА);Постельное белье/ кухонные принадлежности;0;0;0;0;0;0;0;0;0
390;https://productcenter.ru/producers/28457/amk-grupp;АМК ГРУПП;Рулонная оцинкованная сталь;Профнастил арочный;Сваи для вечномёрзлых грунтов;0;0;0;0;0;0;0
391;https://productcenter.ru/producers/28126/miass-konstruktor-siervis-mks174;Миасс Конструктор Сервис | МКС174;Станок для нарезки деликатесов «Деликатес»;Станок для нарезки колбасы вдоль «Европейский»;Пресс-рама для приготовления колбасных изделий;Станок «Деклиппер» для удаления клипс;Станок для нарезки колбасы «Самурай»;0;0;0;0;0
392;https://productcenter.ru/producers/27963/fabrika-iuzhuralkarton;Фабрика ЮжУралКартон;Картонные коробки;0;0;0;0;0;0;0;0;0
393;https://productcenter.ru/producers/27949/ip-karabov-rm;ИП Карабов РМ, г.Челябинск;картонный конструктор блоки;Картонный космический корабль раскраска;Детский домик раскраска;0;0;0;0;0;0;0
394;https://productcenter.ru/producers/27842/trafariet-dizain;ИП Карабов РМ, г.Челябинск;0;0;0;0;0;0;0;0;0;0
395;https://productcenter.ru/producers/27815/artdiekor74;Артдекор74;Гипсовая 3d-панель с подсветкой;Гипсовая 3d-панель «рейка»;Гипсовая 3d-панель;0;0;0;0;0;0;0
396;https://productcenter.ru/producers/27684/ooo-pkf-politrans;ООО ПКФ «Политранс»;Бортовой полуприцеп ТСП 9417-0000010 - 62ВЖ - 20 т;0;0;0;0;0;0;0;0;0
397;https://productcenter.ru/producers/27363/promeniergo;Промэнерго, г.Челябинск;Преобразователь напряжения для электромагнитов;Барабан кабельный пружинный;Металлодетектор промышленный (пластинчатый).;Пластина КВ для футеровки барабанов конвейеров;Пластины КВМ для стыковки и ремонта конв. лент;0;0;0;0;0
398;https://productcenter.ru/producers/27104/ievraziiskaia-mietallurgichieskaia-kompaniia;Евразийская Металлургическая Компания;Трубы бесшовные горячедеформированные диаметром 25;0;0;0;0;0;0;0;0;0
399;https://productcenter.ru/producers/26522/ural-pokovka-nauchno-proizvodstviennoie-priedpriiatiie;«УРАЛ-ПОКОВКА» Научно Производственное Предприятие;Фланцы и кольцевые заготовки;0;0;0;0;0;0;0;0;0
400;https://productcenter.ru/producers/26399/ooo-promkompliekt;ООО «ПромКомплект»;Труба котельная стальная;0;0;0;0;0;0;0;0;0
401;https://productcenter.ru/producers/26362/ooo-zso;ООО ЗСО, г.Миасс;Сварные ограждения;0;0;0;0;0;0;0;0;0
402;https://productcenter.ru/producers/26009/zavod-smazochnykh-matierialov-oktamiks;Завод смазочных материалов «ОКТАМИКС», г.Магнитогорск;СОЖ для электроэрозионных станков ELERON;0;0;0;0;0;0;0;0;0
403;https://productcenter.ru/producers/25800/ooo-dvizhuch;ООО «Движуч», г.Миасс;Бензовоз АЦ-10 на шасси КАМАЗ 43118;Буровая установка УРБ 2А2;Самосвал-шламовоз Урал 55571 (капотный);0;0;0;0;0;0;0
404;https://productcenter.ru/producers/25791/ooo-strieichpak;ООО СтрейчПак;Стретч-плёнка;0;0;0;0;0;0;0;0;0
405;https://productcenter.ru/producers/25645/ooo-pkf-novatiekh;ООО ПКФ «Новатех», г.Челябинск;Форма для изготовления пазогребневых блоков;0;0;0;0;0;0;0;0;0
406;https://productcenter.ru/producers/25488/tk-noiabr;ТД «Ноябрь»;Тепловая пушка «СФО 25  КВТ».;Тепловая пушка «СФО 9 КВТ».;Тепловая пушка «СФО 3 КВТ».;0;0;0;0;0;0;0
407;https://productcenter.ru/producers/24952/td-inoks;ООО «Инокс».;Труба котельная.;Труба стальная  57х3,5;0;0;0;0;0;0;0;0
408;https://productcenter.ru/producers/24638/vira-kovka;ТМ «Vira-Kovka», г.Челябинск;Кованый забор;0;0;0;0;0;0;0;0;0
409;https://productcenter.ru/producers/24408/npp-kozyriev;НПП Козырев, г.Челябинск;Тиристорные преобразователи частоты;Индукционные плавильные печи;0;0;0;0;0;0;0;0
410;https://productcenter.ru/producers/24153/po-montazhnik;ПО Монтажник;Металлоконструкции;0;0;0;0;0;0;0;0;0
411;https://productcenter.ru/producers/23783/uzta;УЗТА, г.Челябинск;Кран шаровой муфтовый;Кран шаровой приварной;Кран шаровой фланцевый;0;0;0;0;0;0;0
412;https://productcenter.ru/producers/23723/uralpak;УралПак;Полиэтиленовая пленка;0;0;0;0;0;0;0;0;0
413;https://productcenter.ru/producers/23253/riegion-stroi;Регион-строй;теплообменники, теплообменный аппараты;0;0;0;0;0;0;0;0;0
414;https://productcenter.ru/producers/23252/abatek;АБАТЭК;Конвейер ленточный стационарный КЛС-1000-10м.;0;0;0;0;0;0;0;0;0
415;https://productcenter.ru/producers/23081/ooo-argumient;ООО «Аргумент», г.Челябинск;Детские игровые беседки и домики;0;0;0;0;0;0;0;0;0
416;https://productcenter.ru/producers/23008/vladzel;VLADZEL, г.Магнитогорск;Стеллаж;0;0;0;0;0;0;0;0;0
417;https://productcenter.ru/producers/22960/ooo-epsilon;ООО «Эпсилон».;Воздуховоды сварные;Дымосос Д -3,5 М;Вентилятор ВР 280-46 ДУ;0;0;0;0;0;0;0
418;https://productcenter.ru/producers/22922/ooo-uralskii-pruzhinno-miekhanichieskii-zavod;ООО Уральский пружинно-механический завод, г.Челябинск;Пружины сжатия, растяжение, кручения, пластинчатые;0;0;0;0;0;0;0;0;0
419;https://productcenter.ru/producers/22891/ooo-flagman-chieliabinsk;ООО «Флагман» (Челябинск);Уборочная тележка двухведерная с отжимом 17 литров;Жидкое мыло «Зеленое Яблоко»;0;0;0;0;0;0;0;0
420;https://productcenter.ru/producers/22795/ooo-viektor-blast;ООО «Вектор-Бласт»;Дробеструйное оборудование;0;0;0;0;0;0;0;0;0
421;https://productcenter.ru/producers/22698/npp-promtiekhemal;НПП ПромТехЭмаль;Детали водопровода с силикатно-эмалевым покрытием;0;0;0;0;0;0;0;0;0
422;https://productcenter.ru/producers/22532/torgovyi-tierminal-ural;Торговый Терминал Урал, г.Челябинск;Стеллажи;0;0;0;0;0;0;0;0;0
423;https://productcenter.ru/producers/22392/korporatsiia-okon;Корпорация окон, г.Челябинск;Пластиковые окна;0;0;0;0;0;0;0;0;0
424;https://productcenter.ru/producers/22274/ip-akhmadiiev-m-t;ИП Ахмадиев М Т;стол-трансформер;0;0;0;0;0;0;0;0;0
425;https://productcenter.ru/producers/21954/ooo-obiedinieniie-soiuzpishchieprom;ООО «Объединение «Союзпищепром»;Комбикорм-концентрат для высокопродуктивных коров;0;0;0;0;0;0;0;0;0
426;https://productcenter.ru/producers/21817/mmk-mietiz;ООО «ММК-МЕТИЗ»;Гайки для болтов рельсовых стыков железнодорожного;Шуруп;Болт с квадратной головкой;0;0;0;0;0;0;0
427;https://productcenter.ru/producers/21537/tsiekh-1;ЦЕХ№1;Костюм женский офисный (юбка, жилет);0;0;0;0;0;0;0;0;0
428;https://productcenter.ru/producers/21352/ooo-chzdt;ООО «ЧЗДТ»;Автогрейдер ДЗ-98;0;0;0;0;0;0;0;0;0
429;https://productcenter.ru/producers/21000/ural-promyshliennyi;Компания «Урал промышленный»;Уличный светильник STANDARD LED STREET-100;0;0;0;0;0;0;0;0;0
430;https://productcenter.ru/producers/20834/ooo-rpk-priestizh;ООО «РПК «Престиж»;Тюбинги;0;0;0;0;0;0;0;0;0
431;https://productcenter.ru/producers/20654/npo-ural;НПО Урал, г.Челябинск;Насос водяной;0;0;0;0;0;0;0;0;0
432;https://productcenter.ru/producers/20581/ooo-gidrotsientr;ООО «Гидроцентр», г.Челябинск;Гидроцилиндр;0;0;0;0;0;0;0;0;0
433;https://productcenter.ru/producers/20540/kichiginskiie-pieski;ООО «Кичигинские пески»;Шпатлевка гипсовая финишная ByProc SPG-680;Клей гипсовый стандартный ByProc GKS-400;Штукатурка гипсовая стандартная ByProc GPS-200;Кладочная смесь цементная ByProc MMS-010;0;0;0;0;0;0
434;https://productcenter.ru/producers/20197/sieptik-bieton;«Септик-бетон»;Бетонные септики;0;0;0;0;0;0;0;0;0
435;https://productcenter.ru/producers/20192/ao-vtor-kom;АО «Втор-Ком»;Волокно полиэфирное (ПЭТФ);Синтепон;Геотекстиль;0;0;0;0;0;0;0
436;https://productcenter.ru/producers/20070/obiediniennaia-kombikormovaia-kompaniia;Объединенная комбикормовая компания;Комбикорм Старт для цыплят от 1 до 8 недель ПК-2-2;0;0;0;0;0;0;0;0;0
437;https://productcenter.ru/producers/20067/ooo-pk-kaskad;ООО ПК Каскад;Изолирующие фланцевые соединения;0;0;0;0;0;0;0;0;0
438;https://productcenter.ru/producers/19953/emis;Компания «ЭМИС», г.Челябинск;Вихревые расходомеры;0;0;0;0;0;0;0;0;0
439;https://productcenter.ru/producers/19461/ooo-art-iel;ООО «Арт-Ель».;Кухонный гарнитур;Сундуки из натурального дерева.;0;0;0;0;0;0;0;0
440;https://productcenter.ru/producers/19018/npp-nieftieprommash;НПП «Нефтепроммаш»;Трубопроводная арматура;0;0;0;0;0;0;0;0;0
441;https://productcenter.ru/producers/19004/ooo-chieliabinskii-zavod-rielsovykh-skrieplienii;ООО «Челябинский завод рельсовых скреплений», г.Челябинск;Рельсы Р-24 ГОСТ: ДСТУ 3799-98;0;0;0;0;0;0;0;0;0
442;https://productcenter.ru/producers/18995/l-a-bakery-shop;L&A Bakery shop;Натуральный десерт премиум класса.;Смесь для приготовления натурального десерта;0;0;0;0;0;0;0;0
443;https://productcenter.ru/producers/18886/ooo-esb-tiekhnologii;ООО «ЭСБ-Технологии»;Пленочный электронагреватель ПЛЭН;0;0;0;0;0;0;0;0;0
444;https://productcenter.ru/producers/18533/ooo-profil-arma;ООО «Профиль-Арма»;Фланцы;0;0;0;0;0;0;0;0;0
445;https://productcenter.ru/producers/18526/chzt-magistral;ЧЗТ «Магистраль»;Отводы трубопровода;0;0;0;0;0;0;0;0;0
446;https://productcenter.ru/producers/17542/pkf-zlatnieftieprom;ПКФ ЗЛАТНЕФТЕПРОМ, г.Златоуст;катушка переходная;Клапан обратный КОШЗ;переводники для бурильных колонн;Кран шаровой КШЗ;0;0;0;0;0;0
447;https://productcenter.ru/producers/17254/ooo-almash;ООО «Алмаш»;Комплект ремонтный ГРМ «МАСТЕР ФАЗА» АЛМАШ Евро-3;0;0;0;0;0;0;0;0;0
448;https://productcenter.ru/producers/16816/skazka;Компания «Сказка»;Бант Романс синий;Банты и заколки;0;0;0;0;0;0;0;0
449;https://productcenter.ru/producers/16772/sweet-dreams;Sweet-Dreams;Комплект мебели для ванной комнаты Florance;0;0;0;0;0;0;0;0;0
450;https://productcenter.ru/producers/16710/ooo-td-iuzhuraltiekhno;ООО ТД «ЮжУралТехно»;Разделитель модульного типа для газовых котлов;Электрокотел Уют ЭВПМ - 3квт;0;0;0;0;0;0;0;0
451;https://productcenter.ru/producers/16568/veled;ВЕЛЕД;СПО-72;0;0;0;0;0;0;0;0;0
452;https://productcenter.ru/producers/16231/uralskii-kholding-spietstiekhniki;Уральский холдинг спецтехники;АКН-11 КАМАЗ 43118;0;0;0;0;0;0;0;0;0
453;https://productcenter.ru/producers/16059/gruppa-kompanii-ozonbox;Группа Компаний Ozonbox;Бытовой озонатор-ионизатор 3в1 Ozonbox AW700;0;0;0;0;0;0;0;0;0
454;https://productcenter.ru/producers/15738/ooo-chieliabinskii-zavod-pruzhin;«Челябинский Завод Пружин», г.Челябинск;Пружины качения стальные;Пружины растяжения стальные;Пружины сжатия стальные;0;0;0;0;0;0;0
455;https://productcenter.ru/producers/15498/zlatoie-ustie;Иконы «Златое устье»;Икона малая Образок;Большая икона;Настольная икона;0;0;0;0;0;0;0
456;https://productcenter.ru/producers/14876/ooo-atmk;ООО «АТМК«;LED-01 ГРИЛЬЯТО AL30-27/AL30-36/10GP;Светодиодный светильник LED-03 АРМСТРОНГ AL30-36;0;0;0;0;0;0;0;0
457;https://productcenter.ru/producers/14581/proizvoditiel-oborudovaniia-prom-moloko;Производитель оборудования «ПРОМ-МОЛОКО»;Стеллажи для сыра;Отделители сыворотки промышленные;Ванны сыродельные из нержавеющей стали;0;0;0;0;0;0;0
458;https://productcenter.ru/producers/14370/ooo-timshiel;Производственная компания «Тимшел»;Консервированная фасоль ТМ «Машкина радость»;Консервы «Ассорти» ТМ «Машкина радость»;Огурцы маринованные ТМ «Мишкин огурец»;0;0;0;0;0;0;0
459;https://productcenter.ru/producers/14182/ooo-zavod-toplivnogo-oborudovaniia;ООО «Завод топливного оборудования», г.Челябинск;Мотопомпа нефтепродуктов Танкер;0;0;0;0;0;0;0;0;0
460;https://productcenter.ru/producers/13042/ooo-arsienal;Производственная компания «Арсенал»;Страйкбольный тир «под ключ»;Набор для тира «Стандартный»;Набор для тира «Минимальный»;0;0;0;0;0;0;0
461;https://productcenter.ru/producers/12943/ooo-art-grani;ООО «Арт-Грани»;Подарок к 9 мая, серия ножей «Василий Тёркин»;Серия памятных медальных монет «Дональд Трамп«;Плакета наградная (техника металлопластика);0;0;0;0;0;0;0
462;https://productcenter.ru/producers/12711/alvier;Алвер;Литые наконечники для винтовых свай;0;0;0;0;0;0;0;0;0
463;https://productcenter.ru/producers/12293/atiekom;Атеком, г.Челябинск;Комплектующие PROVEDAL;0;0;0;0;0;0;0;0;0
464;https://productcenter.ru/producers/12072/tm-garnir;ТМ ГАРНИР;Крупа овсянная ТМ ГАРНИР;Гречневая крупа;0;0;0;0;0;0;0;0
465;https://productcenter.ru/producers/12048/kompaniia-mir-sladostiei;Компания «Мир сладостей»;Восточные сладости из кешью;Восточные сладости из арахиса;Восточные сладости из миндаля;0;0;0;0;0;0;0
466;https://productcenter.ru/producers/11894/kompaniia-bob;Компания «БоБ»;Текстурированная соевая мука «Челтекс»;0;0;0;0;0;0;0;0;0
467;https://productcenter.ru/producers/10879/kristi;Фабрика мебели «Кристи»;Уютный мини-диванчик «Пума«;0;0;0;0;0;0;0;0;0
468;https://productcenter.ru/producers/10596/magnitogorskii-litieino-shtampovochnyi-zavod;«Магнитогорский литейно-штамповочный завод»;Грабли стальные садовые;Лопатка стальная сапёрная туристическая;Лопата стальная штыковая с ребром жесткости;0;0;0;0;0;0;0
469;https://productcenter.ru/producers/10589/chieliabinskii-zavod-stroiindustrii-kiemma;Челябинский завод стройиндустрии «КЕММА»;Кирпич рядовой полнотелый одинарный К-1.0;Кирпич декоративный фасонный К-0.54;Камень керамический пустотелый;0;0;0;0;0;0;0
470;https://productcenter.ru/producers/10514/ooo-rmz-nikhard-siervis;ООО РМЗ «Нихард-сервис», г.Златоуст;лопасти, брони для бетоносмесителей;0;0;0;0;0;0;0;0;0
471;https://productcenter.ru/producers/10301/ooo-ekovata-chieliabinsk;ООО «ЭКОВАТА-ЧЕЛЯБИНСК«;Утеплитель Эковата;0;0;0;0;0;0;0;0;0
472;https://productcenter.ru/producers/9817/ooo-fierrum-ru-astra-vientiliatsionnaia-kompaniia;ООО «Феррум.ру«  Астра-вентиляционная компания;Приточные вентиляционные установки;0;0;0;0;0;0;0;0;0
473;https://productcenter.ru/producers/9775/kompaniia-vieniki74-ru;Компания «Веники74.ру»;Эвкалиптовый банный веник;Дубовый банный веник;Берёзовые банные веники;0;0;0;0;0;0;0
474;https://productcenter.ru/producers/9588/zavod-vientiliatsionnogo-oborudovaniia-intiekh;Завод вентиляционного оборудования «ИнТех«;Вытяжная установка;Приточная вентиляционная установка;Приточно-вытяжные установки с рекуперацией тепла;0;0;0;0;0;0;0
475;https://productcenter.ru/producers/9573/rdm-mastierskaia-rieklamy;RDM Мастерская рекламы, г.Челябинск;Широкоформатные баннеры;0;0;0;0;0;0;0;0;0
476;https://productcenter.ru/producers/9139/novus-trieilier;Новус Трейлер, г.Долгодер Есаул;Полуприцеп-тяжеловоз;0;0;0;0;0;0;0;0;0
477;https://productcenter.ru/producers/9023/fabrika-miebieli-legno;Фабрика мебели «Legno»;Корпусный шкаф;Кухонный гарнитур «ВЕНЗЕЛЬ»;0;0;0;0;0;0;0;0
478;https://productcenter.ru/producers/8771/tm-garni;Фабрика мебели «Legno»;0;0;0;0;0;0;0;0;0;0
479;https://productcenter.ru/producers/8525/zavod-tieplovoi-tiekhniki;Завод тепловой техники, г.Миасс;Обогреватели электрические взрывозащищенные;Электрические настенные конвекторы;Души летние дачные;0;0;0;0;0;0;0
480;https://productcenter.ru/producers/8519/chzmek;ЧЗМЭК, г.Челябинск;Станции азотного пожаротушения;Кислородные станции;Насосные станции водяного пожаротушения;0;0;0;0;0;0;0
481;https://productcenter.ru/producers/8311/zao-kiedr;Производитель автозапчастей «Кедр»;Рулевые рейки «Кедр»;Комплект высоковольтных проводов зажигания;Амортизаторы автомобильные «Кедр»;0;0;0;0;0;0;0
482;https://productcenter.ru/producers/8035/piervaia-tieplichnaia;Компания «Первая Тепличная», г.Челябинск;Перегородка для теплицы из поликарбоната;Парники из поликарбоната;Основание под теплицу;0;0;0;0;0;0;0
483;https://productcenter.ru/producers/8008/bubbles;Bubbles;Платья в модном стиле «БОХО»;0;0;0;0;0;0;0;0;0
484;https://productcenter.ru/producers/7887/ooo-chztt;«Челябинский Завод Тракторной Техники», г.Челябинск;Трубоукладчик ЧЗТТ-20Э;Трубоукладчик ЧЗТТ-12Э;Бульдозер ЧЗТТ-Б10М.М.Я-Е.П1;0;0;0;0;0;0;0
485;https://productcenter.ru/producers/7222/zavod-uralskii-granit;Завод «Уральский гранит»;Уличная морозостойкая плитка керамогранит;Плитка керамогранит настенная;Напольная плитка керамогранит;0;0;0;0;0;0;0
486;https://productcenter.ru/producers/5272/td-tiekhnotkan-ural;Производитель тканей «Техноткань-Урал»;Ткань полиэфирная лавсановая;Ткань фильтровальная полиэфирная суровая;Бельтинговая ткань (бельтинг);0;0;0;0;0;0;0
487;https://productcenter.ru/producers/5224/proizvodstviennaia-kompaniia-solplast;Производственная компания «СолПласт»;Плёнка полиэтиленовая термоусадочная;Пакеты фасовочные ПВД;Пакеты фасовочные ПНД;0;0;0;0;0;0;0
488;https://productcenter.ru/producers/5135/zao-chieliabinskii-opytnyi-zavod;ЗАО «Челябинский Опытный Завод»;Колёса по ГОСТ 37.001.479-88;Колёса по ГОСТ 28744-90;Колёса по ГОСТ 10409-74;0;0;0;0;0;0;0
489;https://productcenter.ru/producers/4755/ooo-chieliabinskii-maslozhirovoi-kombinat;ООО «Челябинский масложировой комбинат»;Джемы и конфитюры ТМ «Рецепты леса»;Горчичное растительное масло;Кабачковая икра «Брава-приправа»;0;0;0;0;0;0;0
490;https://productcenter.ru/producers/3768/ooo-npp-kvalitietprom;"ООО НПП ""КвалитетПром"", г.Челябинск";Калибр скобы гладкие;0;0;0;0;0;0;0;0;0
491;https://productcenter.ru/producers/3460/ooo-vintsier;ООО «Винцер«, г.Миасс;Палец РМШ Урал;Запчасти РТИ для спецтехники;0;0;0;0;0;0;0;0
